"id","title","artists_id","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","type","id","uri","track_href","analysis_url","duration_ms","time_signature","country","",""
"17","Cero Empatía","[1bfl0AU8SqmLkElptOprhC]","0.680","0.429","2","-4.807","0","0.0341","0.3420","0.000000","0.2410","0.589","140.149","audio_features","03MqlviAY1kvFqdaGl5Mhg","spotify:track:03MqlviAY1kvFqdaGl5Mhg","https://api.spotify.com/v1/tracks/03MqlviAY1kvFqdaGl5Mhg","https://api.spotify.com/v1/audio-analysis/03MqlviAY1kvFqdaGl5Mhg","189525","3","Guatemala","",""
"18","PIÉNSALO","[7Gi6gjaWy3DxyilpF1a8Is]","0.716","0.536","2","-7.798","0","0.0328","0.4520","0.000000","0.2080","0.359","97.541","audio_features","4ZOkfHC38nxSeSqzGE5HFr","spotify:track:4ZOkfHC38nxSeSqzGE5HFr","https://api.spotify.com/v1/tracks/4ZOkfHC38nxSeSqzGE5HFr","https://api.spotify.com/v1/audio-analysis/4ZOkfHC38nxSeSqzGE5HFr","240669","3","Guatemala","",""
"19","Regalo De Dios","[1bfl0AU8SqmLkElptOprhC]","0.792","0.516","4","-6.097","0","0.0270","0.1970","0.000000","0.0855","0.916","108.939","audio_features","51qYdMBxt9mFbtZBzq1Yfi","spotify:track:51qYdMBxt9mFbtZBzq1Yfi","https://api.spotify.com/v1/tracks/51qYdMBxt9mFbtZBzq1Yfi","https://api.spotify.com/v1/audio-analysis/51qYdMBxt9mFbtZBzq1Yfi","185933","4","Guatemala","",""
"20","QUEMA","[7j6DKwmjbxvpQO8h914uEz, 12GqGscKJx3aE4t07u7eVZ, 18dspUI6gqabm5XCC2RcUD]","0.819","0.861","0","-3.322","1","0.0491","0.0286","0.000836","0.0676","0.905","97.014","audio_features","0zNMdrDEs5N0JPQ7RYQZln","spotify:track:0zNMdrDEs5N0JPQ7RYQZln","https://api.spotify.com/v1/tracks/0zNMdrDEs5N0JPQ7RYQZln","https://api.spotify.com/v1/audio-analysis/0zNMdrDEs5N0JPQ7RYQZln","150928","4","Guatemala","",""
"21","El Perdedor","[1qto4hHid1P71emI6Fd8xi]","0.779","0.589","5","-10.645","1","0.0345","0.3320","0.000000","0.1200","0.894","128.044","audio_features","27ze5t5tIDPlVits0KRbxT","spotify:track:27ze5t5tIDPlVits0KRbxT","https://api.spotify.com/v1/tracks/27ze5t5tIDPlVits0KRbxT","https://api.spotify.com/v1/audio-analysis/27ze5t5tIDPlVits0KRbxT","215213","4","Guatemala","",""
"22","Dile al Amor","[1qto4hHid1P71emI6Fd8xi]","0.825","0.605","11","-9.710","1","0.0376","0.0764","0.000000","0.3140","0.944","124.005","audio_features","2Bhmj4XK33InfhqKPxcJ1v","spotify:track:2Bhmj4XK33InfhqKPxcJ1v","https://api.spotify.com/v1/tracks/2Bhmj4XK33InfhqKPxcJ1v","https://api.spotify.com/v1/audio-analysis/2Bhmj4XK33InfhqKPxcJ1v","229360","4","Guatemala","",""
"23","Q U E V A S H A C E R H O Y ?","[3E12tRURRvPfHz0hAMCFYc, 54seKvtsZauR1iauN0ptpo]","0.560","0.681","6","-6.304","0","0.2440","0.1030","0.000000","0.1060","0.388","155.079","audio_features","0Sr7ssScx54yxdM2ols7nW","spotify:track:0Sr7ssScx54yxdM2ols7nW","https://api.spotify.com/v1/tracks/0Sr7ssScx54yxdM2ols7nW","https://api.spotify.com/v1/audio-analysis/0Sr7ssScx54yxdM2ols7nW","223320","4","Guatemala","",""
"24","Hecha Pa' Mí","[6XkjpgcEsYab502Vr1bBeW]","0.742","0.832","8","-4.267","1","0.0325","0.0857","0.000000","0.2960","0.716","98.582","audio_features","1uGUbgZuO1kD1JZ0UeFupN","spotify:track:1uGUbgZuO1kD1JZ0UeFupN","https://api.spotify.com/v1/tracks/1uGUbgZuO1kD1JZ0UeFupN","https://api.spotify.com/v1/audio-analysis/1uGUbgZuO1kD1JZ0UeFupN","195846","4","Guatemala","",""
"25","Y LLORO","[7Gi6gjaWy3DxyilpF1a8Is]","0.728","0.589","7","-7.115","1","0.0376","0.42400","0.000008","0.1660","0.767","77.475","audio_features","6RcAHyC5sAUIbPTkhOQwd8","spotify:track:6RcAHyC5sAUIbPTkhOQwd8","https://api.spotify.com/v1/tracks/6RcAHyC5sAUIbPTkhOQwd8","https://api.spotify.com/v1/audio-analysis/6RcAHyC5sAUIbPTkhOQwd8","179013","4","Guatemala","",""
"26","UWAIE","[3UTF2no3muGdiFXVujl94i]","0.705","0.783","9","-4.783","0","0.0403","0.13800","0.000000","0.0984","0.454","103.001","audio_features","5QjmUqgpPQgXgg4606DqZF","spotify:track:5QjmUqgpPQgXgg4606DqZF","https://api.spotify.com/v1/tracks/5QjmUqgpPQgXgg4606DqZF","https://api.spotify.com/v1/audio-analysis/5QjmUqgpPQgXgg4606DqZF","172427","4","Guatemala","",""
"27","TÚ NAME","[0ys2OFYzWYB5hRDLCsBqxt]","0.760","0.747","0","-5.083","0","0.0282","0.06750","0.000003","0.3090","0.884","128.912","audio_features","3FqUPvubYeRCMsdJ02QyZR","spotify:track:3FqUPvubYeRCMsdJ02QyZR","https://api.spotify.com/v1/tracks/3FqUPvubYeRCMsdJ02QyZR","https://api.spotify.com/v1/audio-analysis/3FqUPvubYeRCMsdJ02QyZR","152079","3","Guatemala","",""
"28","Amor","[7hDt3OE2ubsKzO9rMYPXox]","0.717","0.502","2","-6.329","1","0.0479","0.20800","0.000013","0.1200","0.424","180.010","audio_features","0hkoQgoqic1qQtxPOudmrx","spotify:track:0hkoQgoqic1qQtxPOudmrx","https://api.spotify.com/v1/tracks/0hkoQgoqic1qQtxPOudmrx","https://api.spotify.com/v1/audio-analysis/0hkoQgoqic1qQtxPOudmrx","202059","4","Guatemala","",""
"29","SE ME OLVIDA","[6B1hSmaLdOvChinK2Z7gfi, 2LRoIwlKmHjgvigdNGBHNo]","0.786","0.707","7","-4.386","0","0.0635","0.03990","0.000000","0.1210","0.691","82.045","audio_features","2gmd7lY3QSzLh0xIY4cRvi","spotify:track:2gmd7lY3QSzLh0xIY4cRvi","https://api.spotify.com/v1/tracks/2gmd7lY3QSzLh0xIY4cRvi","https://api.spotify.com/v1/audio-analysis/2gmd7lY3QSzLh0xIY4cRvi","225373","4","Guatemala","",""
"30","Lo Tienes Todo","[1bfl0AU8SqmLkElptOprhC]","0.702","0.836","8","-3.599","1","0.0658","0.20400","0.000000","0.0698","0.630","117.897","audio_features","29vIEdxgMT9H1fnBMecWjA","spotify:track:29vIEdxgMT9H1fnBMecWjA","https://api.spotify.com/v1/tracks/29vIEdxgMT9H1fnBMecWjA","https://api.spotify.com/v1/audio-analysis/29vIEdxgMT9H1fnBMecWjA","164387","4","Guatemala","",""
"31","LOS CUADROS","[12GqGscKJx3aE4t07u7eVZ, 5eumcnUkdmGvkvcsx1WFNG]","0.782","0.539","11","-10.680","1","0.0716","0.31900","0.000000","0.0905","0.939","122.149","audio_features","41EOhpn50qvd8iZSKw531W","spotify:track:41EOhpn50qvd8iZSKw531W","https://api.spotify.com/v1/tracks/41EOhpn50qvd8iZSKw531W","https://api.spotify.com/v1/audio-analysis/41EOhpn50qvd8iZSKw531W","160424","3","Guatemala","",""
"32","Que Onda","[6dLuQ5qXxIuWc5urxfIiZR, 2rmkQLzj0k4nZdQehOUByO, 0ys2OFYzWYB5hRDLCsBqxt]","0.808","0.944","10","-4.863","0","0.0408","0.18300","0.000001","0.1380","0.937","124.934","audio_features","6uIIdjYTxxpWOyWuVXrKQO","spotify:track:6uIIdjYTxxpWOyWuVXrKQO","https://api.spotify.com/v1/tracks/6uIIdjYTxxpWOyWuVXrKQO","https://api.spotify.com/v1/audio-analysis/6uIIdjYTxxpWOyWuVXrKQO","191467","3","Guatemala","",""
"33","Según Quién","[1r4hJ1h58CWwUQe3MxPuau, 66ihevNkSYNzRAl44dx6jJ]","0.909","0.762","9","-3.974","1","0.0643","0.43400","0.000000","0.0856","0.843","101.987","audio_features","4bw8mcDUSRWfQo63ZTYRnU","spotify:track:4bw8mcDUSRWfQo63ZTYRnU","https://api.spotify.com/v1/tracks/4bw8mcDUSRWfQo63ZTYRnU","https://api.spotify.com/v1/audio-analysis/4bw8mcDUSRWfQo63ZTYRnU","142335","3","Guatemala","",""
"34","5-7","[5eumcnUkdmGvkvcsx1WFNG, 7Gi6gjaWy3DxyilpF1a8Is]","0.827","0.596","10","-8.360","1","0.0390","0.37900","0.000000","0.1380","0.964","111.997","audio_features","3IEvQ1CzszUJtTRLmmMJ2X","spotify:track:3IEvQ1CzszUJtTRLmmMJ2X","https://api.spotify.com/v1/tracks/3IEvQ1CzszUJtTRLmmMJ2X","https://api.spotify.com/v1/audio-analysis/3IEvQ1CzszUJtTRLmmMJ2X","174213","3","Guatemala","",""
"35","Los Infieles","[1qto4hHid1P71emI6Fd8xi]","0.745","0.716","9","-8.221","0","0.0411","0.20200","0.000000","0.0590","0.817","132.932","audio_features","0HDHY6RSHHG2ZTE0cMT4GJ","spotify:track:0HDHY6RSHHG2ZTE0cMT4GJ","https://api.spotify.com/v1/tracks/0HDHY6RSHHG2ZTE0cMT4GJ","https://api.spotify.com/v1/audio-analysis/0HDHY6RSHHG2ZTE0cMT4GJ","257187","4","Guatemala","",""
"36","SANTAL 33","[12GqGscKJx3aE4t07u7eVZ, 3l9G1G9MxH6DaRhwLklaf5]","0.715","0.764","6","-6.064","0","0.0946","0.66600","0.000008","0.1480","0.735","125.095","audio_features","02cRoSfWU3RJNFyU3o4lhV","spotify:track:02cRoSfWU3RJNFyU3o4lhV","https://api.spotify.com/v1/tracks/02cRoSfWU3RJNFyU3o4lhV","https://api.spotify.com/v1/audio-analysis/02cRoSfWU3RJNFyU3o4lhV","189834","3","Guatemala","",""
"37","un x100to","[6XkjpgcEsYab502Vr1bBeW, 4q3ewBCX7sLwd24euuV69X]","0.571","0.720","9","-4.089","1","0.0458","0.21300","0.000000","0.2710","0.542","83.827","audio_features","2yzshFeBIwH8tWIqHEFLeD","spotify:track:2yzshFeBIwH8tWIqHEFLeD","https://api.spotify.com/v1/tracks/2yzshFeBIwH8tWIqHEFLeD","https://api.spotify.com/v1/audio-analysis/2yzshFeBIwH8tWIqHEFLeD","194563","4","Guatemala","",""
"38","LA CANCIÓN","[1vyhD5VmyZ7KMfW5gqLgo5, 4q3ewBCX7sLwd24euuV69X]","0.756","0.646","7","-5.795","1","0.3190","0.15200","0.000018","0.1080","0.429","176.088","audio_features","0fea68AdmYNygeTGI4RC18","spotify:track:0fea68AdmYNygeTGI4RC18","https://api.spotify.com/v1/tracks/0fea68AdmYNygeTGI4RC18","https://api.spotify.com/v1/audio-analysis/0fea68AdmYNygeTGI4RC18","242573","4","Guatemala","",""
"39","LINDA","[5eumcnUkdmGvkvcsx1WFNG, 6pV5zH2LzjOUHaAvENdMMa]","0.911","0.761","6","-6.712","0","0.0507","0.13500","0.000035","0.1630","0.948","124.983","audio_features","7qXptgpZGo8AFPhJCBVLFE","spotify:track:7qXptgpZGo8AFPhJCBVLFE","https://api.spotify.com/v1/tracks/7qXptgpZGo8AFPhJCBVLFE","https://api.spotify.com/v1/audio-analysis/7qXptgpZGo8AFPhJCBVLFE","224210","4","Guatemala","",""
"40","Die With A Smile","[1HY2Jd0NmPuamShAr6KMms, 0du5cEVh5yTK9QJze8zA0C]","0.521","0.592","6","-7.777","0","0.0304","0.30800","0.000000","0.1220","0.535","157.969","audio_features","2plbrEY59IikOBgBGLjaoe","spotify:track:2plbrEY59IikOBgBGLjaoe","https://api.spotify.com/v1/tracks/2plbrEY59IikOBgBGLjaoe","https://api.spotify.com/v1/audio-analysis/2plbrEY59IikOBgBGLjaoe","251668","3","Guatemala","",""
"41","Morena Canela","[2rmkQLzj0k4nZdQehOUByO]","0.658","0.614","10","-6.981","1","0.0324","0.10500","0.000022","0.0920","0.465","119.893","audio_features","0NsGFMIo2aNbAkJu48ndaf","spotify:track:0NsGFMIo2aNbAkJu48ndaf","https://api.spotify.com/v1/tracks/0NsGFMIo2aNbAkJu48ndaf","https://api.spotify.com/v1/audio-analysis/0NsGFMIo2aNbAkJu48ndaf","178337","3","Guatemala","",""
"42","Volver Al Futuro","[3l9G1G9MxH6DaRhwLklaf5, 7Gi6gjaWy3DxyilpF1a8Is]","0.753","0.662","1","-6.702","1","0.0361","0.12800","0.000000","0.1050","0.638","116.916","audio_features","33Nj9AdncSmHbCN3QeSZTL","spotify:track:33Nj9AdncSmHbCN3QeSZTL","https://api.spotify.com/v1/tracks/33Nj9AdncSmHbCN3QeSZTL","https://api.spotify.com/v1/audio-analysis/33Nj9AdncSmHbCN3QeSZTL","204103","3","Guatemala","",""
"43","PERRO NEGRO","[4q3ewBCX7sLwd24euuV69X, 2LRoIwlKmHjgvigdNGBHNo]","0.911","0.778","5","-2.248","1","0.2620","0.08870","0.000022","0.1790","0.345","96.057","audio_features","7iQXYTyuG13aoeHxGG28Nh","spotify:track:7iQXYTyuG13aoeHxGG28Nh","https://api.spotify.com/v1/tracks/7iQXYTyuG13aoeHxGG28Nh","https://api.spotify.com/v1/audio-analysis/7iQXYTyuG13aoeHxGG28Nh","162768","4","Guatemala","",""
"44","Mírame","[1TA5sGRlKUJXBN4ZyJuDIX, 3m5qlPf2OkihLz3dRYnkPA]","0.717","0.656","7","-4.449","1","0.0797","0.14100","0.000030","0.0661","0.695","175.956","audio_features","2btNsI4OvcVl7SAHQQDHFB","spotify:track:2btNsI4OvcVl7SAHQQDHFB","https://api.spotify.com/v1/tracks/2btNsI4OvcVl7SAHQQDHFB","https://api.spotify.com/v1/audio-analysis/2btNsI4OvcVl7SAHQQDHFB","157453","4","Guatemala","",""
"45","Who","[1oSPZhvZMIrWW5I41kPkkY]","0.660","0.756","0","-3.743","0","0.0320","0.00289","0.000000","0.1930","0.838","116.034","audio_features","7tI8dRuH2Yc6RuoTjxo4dU","spotify:track:7tI8dRuH2Yc6RuoTjxo4dU","https://api.spotify.com/v1/tracks/7tI8dRuH2Yc6RuoTjxo4dU","https://api.spotify.com/v1/audio-analysis/7tI8dRuH2Yc6RuoTjxo4dU","170888","4","Guatemala","",""
"46","Mejores Jordans","[5YqI7p8zYsOpKJtjxYdOce, 3l9G1G9MxH6DaRhwLklaf5]","0.669","0.583","1","-8.949","1","0.2690","0.60300","0.000003","0.1000","0.271","115.221","audio_features","1cZHUhGz7xJ8c4szDipipd","spotify:track:1cZHUhGz7xJ8c4szDipipd","https://api.spotify.com/v1/tracks/1cZHUhGz7xJ8c4szDipipd","https://api.spotify.com/v1/audio-analysis/1cZHUhGz7xJ8c4szDipipd","234716","4","Guatemala","",""
"47","Feliz Cumpleaños Ferxxo","[2LRoIwlKmHjgvigdNGBHNo]","0.865","0.573","5","-5.501","1","0.0678","0.08630","0.000000","0.3050","0.563","94.999","audio_features","2CeKVsFFXG4QzA415QygGb","spotify:track:2CeKVsFFXG4QzA415QygGb","https://api.spotify.com/v1/tracks/2CeKVsFFXG4QzA415QygGb","https://api.spotify.com/v1/audio-analysis/2CeKVsFFXG4QzA415QygGb","155960","4","Guatemala","",""
"48","PRIMO","[5eumcnUkdmGvkvcsx1WFNG, 0elWFr7TW8piilVRYJUe4P]","0.661","0.808","3","-6.280","0","0.0347","0.35500","0.000000","0.1310","0.700","144.886","audio_features","7AysIqSEDiwP4CUsAXJwrk","spotify:track:7AysIqSEDiwP4CUsAXJwrk","https://api.spotify.com/v1/tracks/7AysIqSEDiwP4CUsAXJwrk","https://api.spotify.com/v1/audio-analysis/7AysIqSEDiwP4CUsAXJwrk","164991","3","Guatemala","",""
"49","Lo Que Hay X Aquí","[3p8PwzenE7ktd4BVFuQzMD]","0.690","0.502","0","-7.242","1","0.0960","0.69700","0.000000","0.2130","0.747","153.991","audio_features","7oJ3N7oVSwoa5sdpg6NCE6","spotify:track:7oJ3N7oVSwoa5sdpg6NCE6","https://api.spotify.com/v1/tracks/7oJ3N7oVSwoa5sdpg6NCE6","https://api.spotify.com/v1/audio-analysis/7oJ3N7oVSwoa5sdpg6NCE6","158546","4","Guatemala","",""
"0","Tu Boda","[3l9G1G9MxH6DaRhwLklaf5, 0ys2OFYzWYB5hRDLCsBqxt]","0.694","0.651","6","-6.968","1","0.0784","0.49600","0.000014","0.0787","0.471","112.648","audio_features","1cOboCuWYI2osTOfolMRS6","spotify:track:1cOboCuWYI2osTOfolMRS6","https://api.spotify.com/v1/tracks/1cOboCuWYI2osTOfolMRS6","https://api.spotify.com/v1/audio-analysis/1cOboCuWYI2osTOfolMRS6","225881","3","Honduras","",""
"1","EL LOKERON","[5eumcnUkdmGvkvcsx1WFNG]","0.724","0.689","7","-7.174","0","0.0524","0.57300","0.000007","0.0922","0.936","120.208","audio_features","6X6m4xmdFcz31p1h7Qg68c","spotify:track:6X6m4xmdFcz31p1h7Qg68c","https://api.spotify.com/v1/tracks/6X6m4xmdFcz31p1h7Qg68c","https://api.spotify.com/v1/audio-analysis/6X6m4xmdFcz31p1h7Qg68c","146141","3","Honduras","",""
"2","Q U E V A S H A C E R H O Y ?","[3E12tRURRvPfHz0hAMCFYc, 54seKvtsZauR1iauN0ptpo]","0.560","0.681","6","-6.304","0","0.2440","0.10300","0.000000","0.1060","0.388","155.079","audio_features","0Sr7ssScx54yxdM2ols7nW","spotify:track:0Sr7ssScx54yxdM2ols7nW","https://api.spotify.com/v1/tracks/0Sr7ssScx54yxdM2ols7nW","https://api.spotify.com/v1/audio-analysis/0Sr7ssScx54yxdM2ols7nW","223320","4","Honduras","",""
"3","I'll Be There","[5vV3bFXnN6D6N3Nj4xRvaV]","0.538","0.738","10","-2.412","1","0.0445","0.03510","0.000000","0.0898","0.736","148.887","audio_features","2Qcbspnftnon37jibwyvMU","spotify:track:2Qcbspnftnon37jibwyvMU","https://api.spotify.com/v1/tracks/2Qcbspnftnon37jibwyvMU","https://api.spotify.com/v1/audio-analysis/2Qcbspnftnon37jibwyvMU","181678","4","Honduras","",""
"4","DEGENERE 👑 (feat. benny blanco)","[7iK8PXO48WeuP03g8YR51W, 5CiGnKThu5ctn9pBxv7DGa]","0.744","0.709","6","-5.778","0","0.2840","0.05010","0.000000","0.0847","0.712","194.055","audio_features","0qeIFEGRQqHoaJtLCl0U73","spotify:track:0qeIFEGRQqHoaJtLCl0U73","https://api.spotify.com/v1/tracks/0qeIFEGRQqHoaJtLCl0U73","https://api.spotify.com/v1/audio-analysis/0qeIFEGRQqHoaJtLCl0U73","130880","4","Honduras","",""
"5","LUNA","[2LRoIwlKmHjgvigdNGBHNo, 7jAs1uPnpfNmT6e5qtEPxq]","0.774","0.860","7","-2.888","0","0.1300","0.13100","0.000000","0.1160","0.446","100.019","audio_features","7bywjHOc0wSjGGbj04XbVi","spotify:track:7bywjHOc0wSjGGbj04XbVi","https://api.spotify.com/v1/tracks/7bywjHOc0wSjGGbj04XbVi","https://api.spotify.com/v1/audio-analysis/7bywjHOc0wSjGGbj04XbVi","196800","4","Honduras","",""
"6","Who","[1oSPZhvZMIrWW5I41kPkkY]","0.660","0.756","0","-3.743","0","0.0320","0.00289","0.000000","0.1930","0.838","116.034","audio_features","7tI8dRuH2Yc6RuoTjxo4dU","spotify:track:7tI8dRuH2Yc6RuoTjxo4dU","https://api.spotify.com/v1/tracks/7tI8dRuH2Yc6RuoTjxo4dU","https://api.spotify.com/v1/audio-analysis/7tI8dRuH2Yc6RuoTjxo4dU","170888","4","Honduras","",""
"7","Si Antes Te Hubiera Conocido","[790FomKkXshlbRYZFtlgla]","0.924","0.668","11","-6.795","1","0.0469","0.44600","0.000594","0.0678","0.787","128.027","audio_features","6WatFBLVB0x077xWeoVc2k","spotify:track:6WatFBLVB0x077xWeoVc2k","https://api.spotify.com/v1/tracks/6WatFBLVB0x077xWeoVc2k","https://api.spotify.com/v1/audio-analysis/6WatFBLVB0x077xWeoVc2k","195824","4","Honduras","",""
"8","DOS DÍAS","[5eumcnUkdmGvkvcsx1WFNG, 12GqGscKJx3aE4t07u7eVZ]","0.745","0.513","1","-9.116","1","0.0870","0.78300","0.000000","0.2160","0.929","109.935","audio_features","5lKFO0PrOC9jmOlPEdjHsL","spotify:track:5lKFO0PrOC9jmOlPEdjHsL","https://api.spotify.com/v1/tracks/5lKFO0PrOC9jmOlPEdjHsL","https://api.spotify.com/v1/audio-analysis/5lKFO0PrOC9jmOlPEdjHsL","154620","3","Honduras","",""
"9","Rey Sin Reina","[1bfl0AU8SqmLkElptOprhC]","0.529","0.356","3","-6.612","1","0.0569","0.29000","0.000000","0.1360","0.659","169.653","audio_features","0BiDnJFB3TlRB6aji7jUz3","spotify:track:0BiDnJFB3TlRB6aji7jUz3","https://api.spotify.com/v1/tracks/0BiDnJFB3TlRB6aji7jUz3","https://api.spotify.com/v1/audio-analysis/0BiDnJFB3TlRB6aji7jUz3","150523","3","Honduras","",""
"10","UWAIE","[3UTF2no3muGdiFXVujl94i]","0.705","0.783","9","-4.783","0","0.0403","0.13800","0.000000","0.0984","0.454","103.001","audio_features","5QjmUqgpPQgXgg4606DqZF","spotify:track:5QjmUqgpPQgXgg4606DqZF","https://api.spotify.com/v1/tracks/5QjmUqgpPQgXgg4606DqZF","https://api.spotify.com/v1/audio-analysis/5QjmUqgpPQgXgg4606DqZF","172427","4","Honduras","",""
"11","EL AMOR DE SU VIDA","[6XkjpgcEsYab502Vr1bBeW, 1dKdetem2xEmjgvyymzytS]","0.616","0.834","9","-3.069","1","0.0664","0.06000","0.000000","0.3380","0.746","151.701","audio_features","0O3U5iwTbiXCREMkvotJuN","spotify:track:0O3U5iwTbiXCREMkvotJuN","https://api.spotify.com/v1/tracks/0O3U5iwTbiXCREMkvotJuN","https://api.spotify.com/v1/audio-analysis/0O3U5iwTbiXCREMkvotJuN","165848","4","Honduras","",""
"12","NEL","[0ys2OFYzWYB5hRDLCsBqxt]","0.690","0.482","7","-6.335","0","0.2000","0.52300","0.000400","0.0728","0.356","100.029","audio_features","5AH31dDNgxCMGDdxubNNn4","spotify:track:5AH31dDNgxCMGDdxubNNn4","https://api.spotify.com/v1/tracks/5AH31dDNgxCMGDdxubNNn4","https://api.spotify.com/v1/audio-analysis/5AH31dDNgxCMGDdxubNNn4","149074","4","Honduras","",""
"13","Madonna","[0elWFr7TW8piilVRYJUe4P, 3l9G1G9MxH6DaRhwLklaf5]","0.732","0.873","0","-5.965","1","0.0321","0.04490","0.000803","0.3470","0.662","128.029","audio_features","5LhI8m7n8xlQmNe3b7Rwis","spotify:track:5LhI8m7n8xlQmNe3b7Rwis","https://api.spotify.com/v1/tracks/5LhI8m7n8xlQmNe3b7Rwis","https://api.spotify.com/v1/audio-analysis/5LhI8m7n8xlQmNe3b7Rwis","187088","3","Honduras","",""
"14","Die With A Smile","[1HY2Jd0NmPuamShAr6KMms, 0du5cEVh5yTK9QJze8zA0C]","0.521","0.592","6","-7.777","0","0.0304","0.30800","0.000000","0.1220","0.535","157.969","audio_features","2plbrEY59IikOBgBGLjaoe","spotify:track:2plbrEY59IikOBgBGLjaoe","https://api.spotify.com/v1/tracks/2plbrEY59IikOBgBGLjaoe","https://api.spotify.com/v1/audio-analysis/2plbrEY59IikOBgBGLjaoe","251668","3","Honduras","",""
"15","LA PATRULLA","[12GqGscKJx3aE4t07u7eVZ, 6pV5zH2LzjOUHaAvENdMMa]","0.722","0.740","6","-7.220","0","0.0630","0.68000","0.000033","0.1760","0.893","132.731","audio_features","2aYZaN5SmkRDLsrrV8GkBQ","spotify:track:2aYZaN5SmkRDLsrrV8GkBQ","https://api.spotify.com/v1/tracks/2aYZaN5SmkRDLsrrV8GkBQ","https://api.spotify.com/v1/audio-analysis/2aYZaN5SmkRDLsrrV8GkBQ","130615","3","Honduras","",""
"16","Si No Quieres No","[0pePYDrJGk8gqMRbXrLJC8, 6pV5zH2LzjOUHaAvENdMMa]","0.786","0.786","4","-6.372","0","0.0512","0.44500","0.000002","0.0947","0.611","100.123","audio_features","1C84d9abZVKWHT2YYpoean","spotify:track:1C84d9abZVKWHT2YYpoean","https://api.spotify.com/v1/tracks/1C84d9abZVKWHT2YYpoean","https://api.spotify.com/v1/audio-analysis/1C84d9abZVKWHT2YYpoean","147011","1","Honduras","",""
"17","HOLLYWOOD","[12GqGscKJx3aE4t07u7eVZ, 4Rh80sXmcG4xDP1r6dTNiQ]","0.707","0.683","3","-7.598","0","0.1910","0.70000","0.000006","0.1340","0.545","94.979","audio_features","5GTBdEjZe7zEDp1N0eCZE4","spotify:track:5GTBdEjZe7zEDp1N0eCZE4","https://api.spotify.com/v1/tracks/5GTBdEjZe7zEDp1N0eCZE4","https://api.spotify.com/v1/audio-analysis/5GTBdEjZe7zEDp1N0eCZE4","284864","3","Honduras","",""
"18","ESCAPATE","[5eumcnUkdmGvkvcsx1WFNG, 2rmkQLzj0k4nZdQehOUByO]","0.818","0.447","5","-10.247","0","0.0470","0.51400","0.000081","0.1870","0.693","120.090","audio_features","6HrALJOMsfPCCbUo5cJCON","spotify:track:6HrALJOMsfPCCbUo5cJCON","https://api.spotify.com/v1/tracks/6HrALJOMsfPCCbUo5cJCON","https://api.spotify.com/v1/audio-analysis/6HrALJOMsfPCCbUo5cJCON","145184","1","Honduras","",""
"19","Santa","[1fctva4kpRbg2k3v7kwRuS, 1mcTU81TzQhprhouKaTkpq, 3ZpEKRjHaHANcpk10u6Ntq]","0.725","0.709","3","-5.017","0","0.1290","0.32100","0.000189","0.1140","0.648","99.993","audio_features","6a9Z1jUms915w4O7N1PxjY","spotify:track:6a9Z1jUms915w4O7N1PxjY","https://api.spotify.com/v1/tracks/6a9Z1jUms915w4O7N1PxjY","https://api.spotify.com/v1/audio-analysis/6a9Z1jUms915w4O7N1PxjY","193039","4","Honduras","",""
"20","Super Tuna","[5vV3bFXnN6D6N3Nj4xRvaV]","0.641","0.964","8","-4.041","0","0.1490","0.00630","0.000000","0.0447","0.601","165.005","audio_features","4pygz13A6EcLL6ti7kqGaf","spotify:track:4pygz13A6EcLL6ti7kqGaf","https://api.spotify.com/v1/tracks/4pygz13A6EcLL6ti7kqGaf","https://api.spotify.com/v1/audio-analysis/4pygz13A6EcLL6ti7kqGaf","114693","4","Honduras","",""
"21","PERRO NEGRO","[4q3ewBCX7sLwd24euuV69X, 2LRoIwlKmHjgvigdNGBHNo]","0.911","0.778","5","-2.248","1","0.2620","0.08870","0.000022","0.1790","0.345","96.057","audio_features","7iQXYTyuG13aoeHxGG28Nh","spotify:track:7iQXYTyuG13aoeHxGG28Nh","https://api.spotify.com/v1/tracks/7iQXYTyuG13aoeHxGG28Nh","https://api.spotify.com/v1/audio-analysis/7iQXYTyuG13aoeHxGG28Nh","162768","4","Honduras","",""
"22","Dile al Amor","[1qto4hHid1P71emI6Fd8xi]","0.824","0.612","11","-9.616","1","0.0372","0.07860","0.000000","0.3200","0.945","123.998","audio_features","6lFM8kkmpffm0aq2gzEtEK","spotify:track:6lFM8kkmpffm0aq2gzEtEK","https://api.spotify.com/v1/tracks/6lFM8kkmpffm0aq2gzEtEK","https://api.spotify.com/v1/audio-analysis/6lFM8kkmpffm0aq2gzEtEK","228773","4","Honduras","",""
