"id","title","artists_id","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","type","id","uri","track_href","analysis_url","duration_ms","time_signature","country"
"10","Good Luck, Babe!","[7GlBOeep6PqTfFi59PTUUN]","0.700","0.582","11","-5.960","0","0.0356","0.05020","0.000000","0.0881","0.785","116.712","audio_features","0WbMK4wrZ1wFSty9F7FCgu","spotify:track:0WbMK4wrZ1wFSty9F7FCgu","https://api.spotify.com/v1/tracks/0WbMK4wrZ1wFSty9F7FCgu","https://api.spotify.com/v1/audio-analysis/0WbMK4wrZ1wFSty9F7FCgu","218424","4","New Zealand"
"11","Too Sweet","[2FXC3k01G6Gw61bmprjgqS]","0.740","0.643","10","-5.446","1","0.0413","0.04100","0.002290","0.0407","0.960","117.025","audio_features","19XpFsce28aByvCC4g89tJ","spotify:track:19XpFsce28aByvCC4g89tJ","https://api.spotify.com/v1/tracks/19XpFsce28aByvCC4g89tJ","https://api.spotify.com/v1/audio-analysis/19XpFsce28aByvCC4g89tJ","251424","4","New Zealand"
"12","Dreams - 2004 Remaster","[08GQAI4eElDnROBrJRGE0X]","0.828","0.492","0","-9.744","1","0.0276","0.06440","0.004280","0.1280","0.789","120.151","audio_features","0ofHAoxe9vBkTCp2UQIavz","spotify:track:0ofHAoxe9vBkTCp2UQIavz","https://api.spotify.com/v1/tracks/0ofHAoxe9vBkTCp2UQIavz","https://api.spotify.com/v1/audio-analysis/0ofHAoxe9vBkTCp2UQIavz","257800","4","New Zealand"
"13","Timeless (with Playboi Carti)","[1Xyo4u8uXC1ZmMpatF05PJ, 699OTQXzgjhIYAHMy9RyPD]","0.769","0.722","11","-5.485","0","0.0507","0.05840","0.000003","0.1110","0.570","119.973","audio_features","1Es7AUAhQvapIcoh3qMKDL","spotify:track:1Es7AUAhQvapIcoh3qMKDL","https://api.spotify.com/v1/tracks/1Es7AUAhQvapIcoh3qMKDL","https://api.spotify.com/v1/audio-analysis/1Es7AUAhQvapIcoh3qMKDL","256000","4","New Zealand"
"14","I Had Some Help (Feat. Morgan Wallen)","[246dkjvS1zLTtiykXe5h60, 4oUHIQIBe0LHzYfvXNW4QM]","0.644","0.874","0","-4.723","1","0.0265","0.01130","0.000000","0.2270","0.753","128.017","audio_features","5IZXB5IKAD2qlvTPJYDCFB","spotify:track:5IZXB5IKAD2qlvTPJYDCFB","https://api.spotify.com/v1/tracks/5IZXB5IKAD2qlvTPJYDCFB","https://api.spotify.com/v1/audio-analysis/5IZXB5IKAD2qlvTPJYDCFB","178206","4","New Zealand"
"15","Yellow","[4gzpq5DPGxSnKTe4SA8HAU]","0.429","0.661","11","-7.227","1","0.0281","0.00239","0.000121","0.2340","0.285","173.372","audio_features","3AJwUDP919kvQ9QcozQPxg","spotify:track:3AJwUDP919kvQ9QcozQPxg","https://api.spotify.com/v1/tracks/3AJwUDP919kvQ9QcozQPxg","https://api.spotify.com/v1/audio-analysis/3AJwUDP919kvQ9QcozQPxg","266773","4","New Zealand"
"16","WILDFLOWER","[6qqNVTkY8uBg9cP3Jd7DAH]","0.467","0.247","6","-12.002","0","0.0431","0.61200","0.000271","0.1700","0.126","148.101","audio_features","3QaPy1KgI7nu9FJEQUgn6h","spotify:track:3QaPy1KgI7nu9FJEQUgn6h","https://api.spotify.com/v1/tracks/3QaPy1KgI7nu9FJEQUgn6h","https://api.spotify.com/v1/audio-analysis/3QaPy1KgI7nu9FJEQUgn6h","261467","4","New Zealand"
"17","Please Please Please","[74KM79TiuVKeVCqs8QtB0B]","0.675","0.586","9","-6.086","1","0.0531","0.25700","0.000000","0.1040","0.621","107.015","audio_features","2tHwzyyOLoWSFqYNjeVMzj","spotify:track:2tHwzyyOLoWSFqYNjeVMzj","https://api.spotify.com/v1/tracks/2tHwzyyOLoWSFqYNjeVMzj","https://api.spotify.com/v1/audio-analysis/2tHwzyyOLoWSFqYNjeVMzj","186365","4","New Zealand"
"18","Austin (Boots Stop Workin')","[7Ez6lTtSMjMf2YSYpukP1I]","0.756","0.672","0","-6.743","1","0.0522","0.46400","0.000003","0.1080","0.739","114.935","audio_features","2uqYupMHANxnwgeiXTZXzd","spotify:track:2uqYupMHANxnwgeiXTZXzd","https://api.spotify.com/v1/tracks/2uqYupMHANxnwgeiXTZXzd","https://api.spotify.com/v1/audio-analysis/2uqYupMHANxnwgeiXTZXzd","171783","4","New Zealand"
"19","Bed Chem","[74KM79TiuVKeVCqs8QtB0B]","0.739","0.727","11","-5.968","0","0.0426","0.06780","0.000000","0.1040","0.676","94.990","audio_features","1UHS8Rf6h5Ar3CDWRd3wjF","spotify:track:1UHS8Rf6h5Ar3CDWRd3wjF","https://api.spotify.com/v1/tracks/1UHS8Rf6h5Ar3CDWRd3wjF","https://api.spotify.com/v1/audio-analysis/1UHS8Rf6h5Ar3CDWRd3wjF","171870","4","New Zealand"
"20","I Love You, I'm Sorry","[4tuJ0bMpJh08umKkEXKUI5]","0.530","0.406","10","-7.507","1","0.0330","0.65600","0.000000","0.1330","0.338","115.940","audio_features","51rfRCiUSvxXlCSCfIztBy","spotify:track:51rfRCiUSvxXlCSCfIztBy","https://api.spotify.com/v1/tracks/51rfRCiUSvxXlCSCfIztBy","https://api.spotify.com/v1/audio-analysis/51rfRCiUSvxXlCSCfIztBy","157147","3","New Zealand"
"21","St. Chroma (feat. Daniel Caesar)","[4V8LLVI7PbaPR0K2TGSxFF, 20wkVLutqVOYrc0kxFs7rA]","0.576","0.884","0","-5.058","1","0.5550","0.35700","0.000000","0.3680","0.373","150.450","audio_features","1QoyuMHNBe7lg3YW4Qtll4","spotify:track:1QoyuMHNBe7lg3YW4Qtll4","https://api.spotify.com/v1/tracks/1QoyuMHNBe7lg3YW4Qtll4","https://api.spotify.com/v1/audio-analysis/1QoyuMHNBe7lg3YW4Qtll4","197020","4","New Zealand"
"22","Stargazing","[3bO19AOone0ubCsfDXDtYt]","0.635","0.601","1","-6.129","0","0.0295","0.24600","0.000000","0.1100","0.332","123.994","audio_features","3Vr3zh0r7ALn8VLqCiRR10","spotify:track:3Vr3zh0r7ALn8VLqCiRR10","https://api.spotify.com/v1/tracks/3Vr3zh0r7ALn8VLqCiRR10","https://api.spotify.com/v1/audio-analysis/3Vr3zh0r7ALn8VLqCiRR10","172533","4","New Zealand"
"23","MILLION DOLLAR BABY","[1WaFQSHVGZQJTbf0BdxdNo]","0.852","0.697","1","-5.520","0","0.0439","0.09730","0.000370","0.0678","0.919","138.029","audio_features","5AJ9hqTS2wcFQCELCFRO7A","spotify:track:5AJ9hqTS2wcFQCELCFRO7A","https://api.spotify.com/v1/tracks/5AJ9hqTS2wcFQCELCFRO7A","https://api.spotify.com/v1/audio-analysis/5AJ9hqTS2wcFQCELCFRO7A","155152","4","New Zealand"
"24","HOT TO GO!","[7GlBOeep6PqTfFi59PTUUN]","0.742","0.757","6","-4.981","1","0.0421","0.01870","0.000000","0.3050","0.957","139.982","audio_features","4xdBrk0nFZaP54vvZj0yx7","spotify:track:4xdBrk0nFZaP54vvZj0yx7","https://api.spotify.com/v1/tracks/4xdBrk0nFZaP54vvZj0yx7","https://api.spotify.com/v1/audio-analysis/4xdBrk0nFZaP54vvZj0yx7","184841","4","New Zealand"
"25","(Sittin' On) the Dock of the Bay","[60df5JBRRPcnSpsIMxxwQm]","0.768","0.367","2","-11.226","1","0.0315","0.68300","0.000018","0.0810","0.532","103.621","audio_features","3zBhihYUHBmGd2bcQIobrF","spotify:track:3zBhihYUHBmGd2bcQIobrF","https://api.spotify.com/v1/tracks/3zBhihYUHBmGd2bcQIobrF","https://api.spotify.com/v1/audio-analysis/3zBhihYUHBmGd2bcQIobrF","163756","4","New Zealand"
"26","Something in the Orange","[40ZNYROS4zLfyyBSs2PGe2]","0.369","0.192","4","-12.151","0","0.0400","0.55500","0.000008","0.0954","0.148","175.212","audio_features","3WMj8moIAXJhHsyLaqIIHI","spotify:track:3WMj8moIAXJhHsyLaqIIHI","https://api.spotify.com/v1/tracks/3WMj8moIAXJhHsyLaqIIHI","https://api.spotify.com/v1/audio-analysis/3WMj8moIAXJhHsyLaqIIHI","228013","3","New Zealand"
"27","FE!N (feat. Playboi Carti)","[0Y5tJX1MQlPlqiwlOH1tJY, 699OTQXzgjhIYAHMy9RyPD]","0.569","0.882","3","-2.777","0","0.0600","0.03160","0.000000","0.1420","0.201","148.038","audio_features","42VsgItocQwOQC3XWZ8JNA","spotify:track:42VsgItocQwOQC3XWZ8JNA","https://api.spotify.com/v1/tracks/42VsgItocQwOQC3XWZ8JNA","https://api.spotify.com/v1/audio-analysis/42VsgItocQwOQC3XWZ8JNA","191701","4","New Zealand"
"28","That's What I Like","[0du5cEVh5yTK9QJze8zA0C]","0.853","0.560","1","-4.961","1","0.0406","0.01300","0.000000","0.0944","0.860","134.066","audio_features","0KKkJNfGyhkQ5aFogxQAPU","spotify:track:0KKkJNfGyhkQ5aFogxQAPU","https://api.spotify.com/v1/tracks/0KKkJNfGyhkQ5aFogxQAPU","https://api.spotify.com/v1/audio-analysis/0KKkJNfGyhkQ5aFogxQAPU","206693","4","New Zealand"
"29","Iris","[2sil8z5kiy4r76CRTXxBCA]","0.315","0.715","11","-8.072","0","0.0362","0.00125","0.000008","0.0942","0.497","155.925","audio_features","6Qyc6fS4DsZjB2mRW9DsQs","spotify:track:6Qyc6fS4DsZjB2mRW9DsQs","https://api.spotify.com/v1/tracks/6Qyc6fS4DsZjB2mRW9DsQs","https://api.spotify.com/v1/audio-analysis/6Qyc6fS4DsZjB2mRW9DsQs","289533","3","New Zealand"
"30","The Door","[33qOK5uJ8AR2xuQQAhHump]","0.731","0.861","8","-5.483","0","0.0532","0.01930","0.000000","0.1230","0.759","127.922","audio_features","3dj4wgM3cPeuLwMNHDuBon","spotify:track:3dj4wgM3cPeuLwMNHDuBon","https://api.spotify.com/v1/tracks/3dj4wgM3cPeuLwMNHDuBon","https://api.spotify.com/v1/audio-analysis/3dj4wgM3cPeuLwMNHDuBon","212649","4","New Zealand"
"31","Stick Season","[2RQXRUsr4IW1f3mKyKsy4B]","0.664","0.500","9","-6.935","1","0.0651","0.79900","0.000000","0.0966","0.801","117.896","audio_features","0mflMxspEfB0VbI1kyLiAv","spotify:track:0mflMxspEfB0VbI1kyLiAv","https://api.spotify.com/v1/tracks/0mflMxspEfB0VbI1kyLiAv","https://api.spotify.com/v1/audio-analysis/0mflMxspEfB0VbI1kyLiAv","182347","4","New Zealand"
"32","Slow It Down","[22wbnEMDvgVIAGdFeek6ET]","0.432","0.583","8","-4.682","1","0.0687","0.17400","0.000000","0.0933","0.544","181.489","audio_features","51eSHglvG1RJXtL3qI5trr","spotify:track:51eSHglvG1RJXtL3qI5trr","https://api.spotify.com/v1/tracks/51eSHglvG1RJXtL3qI5trr","https://api.spotify.com/v1/audio-analysis/51eSHglvG1RJXtL3qI5trr","161831","4","New Zealand"
"33","Have You Ever Seen The Rain","[3IYUhFvPQItj6xySrBmZkd]","0.741","0.697","0","-7.028","1","0.0277","0.06640","0.000023","0.1330","0.774","116.109","audio_features","2LawezPeJhN4AWuSB0GtAU","spotify:track:2LawezPeJhN4AWuSB0GtAU","https://api.spotify.com/v1/tracks/2LawezPeJhN4AWuSB0GtAU","https://api.spotify.com/v1/audio-analysis/2LawezPeJhN4AWuSB0GtAU","160133","4","New Zealand"
"34","BACKBONE","[3jNkaOXasoc7RsxdchvEVq, 2SrSdSvpminqmStGELCSNd]","0.777","0.934","2","-0.959","1","0.2540","0.28500","0.000039","0.2750","0.637","88.009","audio_features","3HrHhTWonBqF4mDasi8xvC","spotify:track:3HrHhTWonBqF4mDasi8xvC","https://api.spotify.com/v1/tracks/3HrHhTWonBqF4mDasi8xvC","https://api.spotify.com/v1/audio-analysis/3HrHhTWonBqF4mDasi8xvC","166449","4","New Zealand"
"35","Don't Stop Believin' (2022 Remaster)","[0rvjqX7ttXeg3mTy8Xscbt]","0.505","0.754","4","-7.435","1","0.0366","0.13200","0.000000","0.2040","0.510","119.204","audio_features","5RKQ5NdjSh2QzD4MaunT91","spotify:track:5RKQ5NdjSh2QzD4MaunT91","https://api.spotify.com/v1/tracks/5RKQ5NdjSh2QzD4MaunT91","https://api.spotify.com/v1/audio-analysis/5RKQ5NdjSh2QzD4MaunT91","249600","4","New Zealand"
"36","Viva La Vida","[4gzpq5DPGxSnKTe4SA8HAU]","0.486","0.617","5","-7.115","0","0.0287","0.09540","0.000003","0.1090","0.417","138.015","audio_features","4zOfy9kqJlG0ZXvcaSh4gv","spotify:track:4zOfy9kqJlG0ZXvcaSh4gv","https://api.spotify.com/v1/tracks/4zOfy9kqJlG0ZXvcaSh4gv","https://api.spotify.com/v1/audio-analysis/4zOfy9kqJlG0ZXvcaSh4gv","242373","4","New Zealand"
"37","Under the Bridge","[0L8ExT028jH3ddEcZwqJJ5]","0.559","0.345","4","-13.496","1","0.0459","0.05760","0.000105","0.1410","0.458","84.581","audio_features","3d9DChrdc6BOeFsbrZ3Is0","spotify:track:3d9DChrdc6BOeFsbrZ3Is0","https://api.spotify.com/v1/tracks/3d9DChrdc6BOeFsbrZ3Is0","https://api.spotify.com/v1/audio-analysis/3d9DChrdc6BOeFsbrZ3Is0","264307","4","New Zealand"
"38","I Remember Everything (feat. Kacey Musgraves)","[40ZNYROS4zLfyyBSs2PGe2, 70kkdajctXSbqSMJbQO424]","0.429","0.453","0","-7.746","1","0.0459","0.55400","0.000002","0.1020","0.155","77.639","audio_features","4KULAymBBJcPRpk1yO4dOG","spotify:track:4KULAymBBJcPRpk1yO4dOG","https://api.spotify.com/v1/tracks/4KULAymBBJcPRpk1yO4dOG","https://api.spotify.com/v1/audio-analysis/4KULAymBBJcPRpk1yO4dOG","227196","4","New Zealand"
"39","Something Just Like This","[69GGBxA162lTqCwzJG5jLp, 4gzpq5DPGxSnKTe4SA8HAU]","0.617","0.635","11","-6.769","0","0.0317","0.04980","0.000014","0.1640","0.446","103.019","audio_features","6RUKPb4LETWmmr3iAEQktW","spotify:track:6RUKPb4LETWmmr3iAEQktW","https://api.spotify.com/v1/tracks/6RUKPb4LETWmmr3iAEQktW","https://api.spotify.com/v1/audio-analysis/6RUKPb4LETWmmr3iAEQktW","247160","4","New Zealand"
"40","Don't Dream It's Over","[7ohlPA8dRBtCf92zaZCaaB]","0.435","0.752","8","-6.993","1","0.0421","0.00939","0.000204","0.0844","0.358","80.854","audio_features","56GbZVwxMdf1DENCluYS8A","spotify:track:56GbZVwxMdf1DENCluYS8A","https://api.spotify.com/v1/tracks/56GbZVwxMdf1DENCluYS8A","https://api.spotify.com/v1/audio-analysis/56GbZVwxMdf1DENCluYS8A","238173","4","New Zealand"
"41","Riptide","[10exVja0key0uqUkk6LJRT]","0.483","0.731","1","-6.696","1","0.0381","0.43600","0.000000","0.1510","0.484","101.654","audio_features","2uXlHCUbq9OMUwx3hrk06o","spotify:track:2uXlHCUbq9OMUwx3hrk06o","https://api.spotify.com/v1/tracks/2uXlHCUbq9OMUwx3hrk06o","https://api.spotify.com/v1/audio-analysis/2uXlHCUbq9OMUwx3hrk06o","204280","4","New Zealand"
"42","Pink Pony Club","[7GlBOeep6PqTfFi59PTUUN]","0.610","0.650","6","-6.199","1","0.0474","0.39900","0.000000","0.1100","0.507","106.719","audio_features","1k2pQc5i348DCHwbn5KTdc","spotify:track:1k2pQc5i348DCHwbn5KTdc","https://api.spotify.com/v1/tracks/1k2pQc5i348DCHwbn5KTdc","https://api.spotify.com/v1/audio-analysis/1k2pQc5i348DCHwbn5KTdc","258035","4","New Zealand"
"43","Listen to the Music","[39T6qqI0jDtSWWioX8eGJz]","0.645","0.598","1","-13.180","0","0.0334","0.22100","0.000004","0.0721","0.913","105.929","audio_features","7Ar4G7Ci11gpt6sfH9Cgz5","spotify:track:7Ar4G7Ci11gpt6sfH9Cgz5","https://api.spotify.com/v1/tracks/7Ar4G7Ci11gpt6sfH9Cgz5","https://api.spotify.com/v1/audio-analysis/7Ar4G7Ci11gpt6sfH9Cgz5","227267","4","New Zealand"
"44","Embrace It","[5HK6QtizXJzCmoYTkvFRik]","0.882","0.645","1","-7.233","1","0.0601","0.47500","0.000041","0.0570","0.788","114.933","audio_features","0io16MKpbeDIdYzmGpQaES","spotify:track:0io16MKpbeDIdYzmGpQaES","https://api.spotify.com/v1/tracks/0io16MKpbeDIdYzmGpQaES","https://api.spotify.com/v1/audio-analysis/0io16MKpbeDIdYzmGpQaES","104419","4","New Zealand"
"45","Darling, I (feat. Teezo Touchdown)","[4V8LLVI7PbaPR0K2TGSxFF, 0fGcIStdT1OpFFhOC7Wp36]","0.373","0.818","3","-3.190","0","0.1020","0.36000","0.000000","0.4340","0.361","97.571","audio_features","0VaeksJaXy5R1nvcTMh3Xk","spotify:track:0VaeksJaXy5R1nvcTMh3Xk","https://api.spotify.com/v1/tracks/0VaeksJaXy5R1nvcTMh3Xk","https://api.spotify.com/v1/audio-analysis/0VaeksJaXy5R1nvcTMh3Xk","253834","4","New Zealand"
"46","Love Somebody","[4oUHIQIBe0LHzYfvXNW4QM]","0.619","0.843","5","-5.348","0","0.0284","0.00948","0.000118","0.1640","0.746","122.064","audio_features","7hR22TOX3RorxJPcsz5Wbo","spotify:track:7hR22TOX3RorxJPcsz5Wbo","https://api.spotify.com/v1/tracks/7hR22TOX3RorxJPcsz5Wbo","https://api.spotify.com/v1/audio-analysis/7hR22TOX3RorxJPcsz5Wbo","204829","4","New Zealand"
"47","Tennessee Whiskey","[4YLtscXsxbVgi031ovDDdh]","0.392","0.370","9","-10.888","1","0.0298","0.20500","0.009600","0.0821","0.512","48.718","audio_features","3fqwjXwUGN6vbzIwvyFMhx","spotify:track:3fqwjXwUGN6vbzIwvyFMhx","https://api.spotify.com/v1/tracks/3fqwjXwUGN6vbzIwvyFMhx","https://api.spotify.com/v1/audio-analysis/3fqwjXwUGN6vbzIwvyFMhx","293293","4","New Zealand"
"48","NIGHTS LIKE THIS","[2tIP7SsRs7vjIcLrU85W8J]","0.482","0.757","6","-4.586","1","0.0355","0.01370","0.001600","0.1430","0.120","142.579","audio_features","1XBYiRV30ykHw5f4wm6qEn","spotify:track:1XBYiRV30ykHw5f4wm6qEn","https://api.spotify.com/v1/tracks/1XBYiRV30ykHw5f4wm6qEn","https://api.spotify.com/v1/audio-analysis/1XBYiRV30ykHw5f4wm6qEn","86984","4","New Zealand"
"49","Stumblin' In","[11kt6ggsdxvI8MhyeSMKom]","0.875","0.518","2","-8.388","1","0.0551","0.06380","0.009950","0.1250","0.370","126.089","audio_features","0h3Xy4V4apMraB5NuM8U7Z","spotify:track:0h3Xy4V4apMraB5NuM8U7Z","https://api.spotify.com/v1/tracks/0h3Xy4V4apMraB5NuM8U7Z","https://api.spotify.com/v1/audio-analysis/0h3Xy4V4apMraB5NuM8U7Z","213364","4","New Zealand"
"0","Jo Tum Mere Ho","[4gdMJYnopf2nEUcanAwstx]","0.460","0.302","1","-12.934","0","0.0398","0.661","0.000000","0.2930","0.176","123.871","audio_features","0eCajpR75pDW0r64U6hP2x","spotify:track:0eCajpR75pDW0r64U6hP2x","https://api.spotify.com/v1/tracks/0eCajpR75pDW0r64U6hP2x","https://api.spotify.com/v1/audio-analysis/0eCajpR75pDW0r64U6hP2x","251814","5","Pakistan"
"1","Jhol","[3scNK8e4mqnP6Rb8a3lwZY, 1nCZUpBIcyOxufOx0lPeIW]","0.485","0.481","7","-8.145","0","0.0852","0.596","0.000000","0.3400","0.296","155.368","audio_features","4XTgFBxBHN6var1BzAgE1m","spotify:track:4XTgFBxBHN6var1BzAgE1m","https://api.spotify.com/v1/tracks/4XTgFBxBHN6var1BzAgE1m","https://api.spotify.com/v1/audio-analysis/4XTgFBxBHN6var1BzAgE1m","265818","4","Pakistan"
"2","Ishq","[05etL4pzWd6TSv1x5WrlG3, 22UtphG4LcwxlhhV0aP4js, 6MPuzz9hPrs4TwxeHh4cEj]","0.390","0.558","4","-8.920","0","0.0282","0.499","0.028400","0.1730","0.292","94.788","audio_features","1hlbywc8Jhl1FFqJxAMabE","spotify:track:1hlbywc8Jhl1FFqJxAMabE","https://api.spotify.com/v1/tracks/1hlbywc8Jhl1FFqJxAMabE","https://api.spotify.com/v1/audio-analysis/1hlbywc8Jhl1FFqJxAMabE","224842","4","Pakistan"
"3","Chal Diye Tum Kahan (From ""Kabhi Main Kabhi Tum"")","[2cjQTf2J5yCaNY8qHpW855]","0.717","0.382","7","-7.501","1","0.0666","0.649","0.000000","0.1040","0.241","74.998","audio_features","0C8SMUhJhFXzr4PICotjyB","spotify:track:0C8SMUhJhFXzr4PICotjyB","https://api.spotify.com/v1/tracks/0C8SMUhJhFXzr4PICotjyB","https://api.spotify.com/v1/audio-analysis/0C8SMUhJhFXzr4PICotjyB","275200","4","Pakistan"
"4","Husn","[4gdMJYnopf2nEUcanAwstx]","0.527","0.376","5","-9.974","1","0.0298","0.682","0.000000","0.1420","0.240","151.928","audio_features","0TL0LFcwIBF5eX7arDIKxY","spotify:track:0TL0LFcwIBF5eX7arDIKxY","https://api.spotify.com/v1/tracks/0TL0LFcwIBF5eX7arDIKxY","https://api.spotify.com/v1/audio-analysis/0TL0LFcwIBF5eX7arDIKxY","217895","4","Pakistan"
"5","Sajna da Dil Torya","[1Bz46nDCMO1UOKp9GJjL92]","0.447","0.561","3","-9.139","0","0.0520","0.058","0.000000","0.0849","0.475","145.797","audio_features","05Xd5LJpv6cKDUavCg2EWh","spotify:track:05Xd5LJpv6cKDUavCg2EWh","https://api.spotify.com/v1/tracks/05Xd5LJpv6cKDUavCg2EWh","https://api.spotify.com/v1/audio-analysis/05Xd5LJpv6cKDUavCg2EWh","253151","3","Pakistan"
"6","Millionaire","[7uIbLdzzSEqnX0Pkrb56cR]","0.749","0.828","7","-5.609","0","0.1420","0.472","0.000062","0.2310","0.398","95.981","audio_features","78BWCd70D1X6LMkDZm1UoF","spotify:track:78BWCd70D1X6LMkDZm1UoF","https://api.spotify.com/v1/tracks/78BWCd70D1X6LMkDZm1UoF","https://api.spotify.com/v1/audio-analysis/78BWCd70D1X6LMkDZm1UoF","199115","4","Pakistan"
"7","Raanjhan (From ""Do Patti"")","[1SyKki7JI1AZNKwgNMkn25, 1E6arsXf5Fgsnv9YpSzjpE, 3GBSge8pq7mpezUQl0GAOA]","0.444","0.490","6","-7.328","1","0.0295","0.809","0.000030","0.1070","0.200","92.107","audio_features","4vHRQnzGcKEtqsLH70tAms","spotify:track:4vHRQnzGcKEtqsLH70tAms","https://api.spotify.com/v1/tracks/4vHRQnzGcKEtqsLH70tAms","https://api.spotify.com/v1/audio-analysis/4vHRQnzGcKEtqsLH70tAms","240066","4","Pakistan"
"8","Tu hai kahan","[2cjQTf2J5yCaNY8qHpW855]","0.708","0.356","1","-9.738","1","0.0750","0.437","0.000065","0.1120","0.569","83.679","audio_features","3zSSCPpLZ5Oc8nelhhGjKz","spotify:track:3zSSCPpLZ5Oc8nelhhGjKz","https://api.spotify.com/v1/tracks/3zSSCPpLZ5Oc8nelhhGjKz","https://api.spotify.com/v1/audio-analysis/3zSSCPpLZ5Oc8nelhhGjKz","263185","4","Pakistan"
"9","Samjho Na","[3ozYqVCLohfpXIhalkhM8D]","0.744","0.328","0","-12.535","1","0.2310","0.681","0.000200","0.1280","0.532","98.923","audio_features","1d5lpW3gUyq537iuyrb9Lf","spotify:track:1d5lpW3gUyq537iuyrb9Lf","https://api.spotify.com/v1/tracks/1d5lpW3gUyq537iuyrb9Lf","https://api.spotify.com/v1/audio-analysis/1d5lpW3gUyq537iuyrb9Lf","172408","4","Pakistan"
"10","Born to Shine","[2FKWNmZWDBZR4dE5KX4plR]","0.762","0.826","6","-4.339","0","0.0778","0.356","0.000000","0.3240","0.667","89.985","audio_features","4XxfOvudrnBRdlgzEaq1sd","spotify:track:4XxfOvudrnBRdlgzEaq1sd","https://api.spotify.com/v1/tracks/4XxfOvudrnBRdlgzEaq1sd","https://api.spotify.com/v1/audio-analysis/4XxfOvudrnBRdlgzEaq1sd","213333","4","Pakistan"
"11","Old Money","[6LEG9Ld1aLImEFEVHdWNSB]","0.866","0.734","4","-3.328","0","0.0696","0.154","0.000307","0.1750","0.183","93.010","audio_features","5xlYVZxEwriP6hetG7QJw7","spotify:track:5xlYVZxEwriP6hetG7QJw7","https://api.spotify.com/v1/tracks/5xlYVZxEwriP6hetG7QJw7","https://api.spotify.com/v1/audio-analysis/5xlYVZxEwriP6hetG7QJw7","128098","4","Pakistan"
"12","Softly","[6DARBhWbfcS9E4yJzcliqQ, 3nqS8jzqmsPKFJTp0BOIel]","0.735","0.564","8","-7.786","1","0.2040","0.191","0.000000","0.0791","0.902","92.986","audio_features","0YQJoDL6f46J0n1rOVkpxJ","spotify:track:0YQJoDL6f46J0n1rOVkpxJ","https://api.spotify.com/v1/tracks/0YQJoDL6f46J0n1rOVkpxJ","https://api.spotify.com/v1/audio-analysis/0YQJoDL6f46J0n1rOVkpxJ","155161","4","Pakistan"
"13","Aaj Ki Raat (From ""Stree 2"")","[1mBydYMVBECdDmMfE2sEUO, 2fMqTqiTxUDlmcOEPaQSsx, 4ojkMVHjuDZgDXSJy5qs2h, 0NErdIJtuKBjtxKmlqaWdj]","0.716","0.866","2","-5.306","0","0.0581","0.299","0.000013","0.1440","0.653","116.025","audio_features","7EFfeGN5U0zm9C6KpOeNBH","spotify:track:7EFfeGN5U0zm9C6KpOeNBH","https://api.spotify.com/v1/tracks/7EFfeGN5U0zm9C6KpOeNBH","https://api.spotify.com/v1/audio-analysis/7EFfeGN5U0zm9C6KpOeNBH","228621","4","Pakistan"
"14","Wishes","[6gIqKYKRmltKfkTnxhMv8V, 1n6pjRJkTY5v8RtUCAv5pi, 6QoCrBHsojKnOrsGNfRcTN]","0.684","0.531","9","-7.037","0","0.0523","0.669","0.013000","0.1350","0.613","100.014","audio_features","5rpCUsEfBLIumvrxrahnKF","spotify:track:5rpCUsEfBLIumvrxrahnKF","https://api.spotify.com/v1/tracks/5rpCUsEfBLIumvrxrahnKF","https://api.spotify.com/v1/audio-analysis/5rpCUsEfBLIumvrxrahnKF","218400","4","Pakistan"
"15","REGRETS","[4wOKfu3A61gCA7lWEynNoe, 1n6pjRJkTY5v8RtUCAv5pi, 69xcFpmqTOmFNOL08Bxyci]","0.594","0.580","11","-6.595","0","0.3810","0.436","0.000000","0.1290","0.357","84.487","audio_features","4bd507BxqB2MBHzVqMGdVV","spotify:track:4bd507BxqB2MBHzVqMGdVV","https://api.spotify.com/v1/tracks/4bd507BxqB2MBHzVqMGdVV","https://api.spotify.com/v1/audio-analysis/4bd507BxqB2MBHzVqMGdVV","242823","4","Pakistan"
"16","Naina (From ""Crew"")","[2FKWNmZWDBZR4dE5KX4plR, 0y59o4v8uw5crbN9M3JiL1, 183DgO92lAqgpVVNKI7ZKF]","0.840","0.715","0","-5.141","1","0.1870","0.176","0.000000","0.0935","0.542","96.980","audio_features","1eZefeDb8uOsjvcbl1fJrG","spotify:track:1eZefeDb8uOsjvcbl1fJrG","https://api.spotify.com/v1/tracks/1eZefeDb8uOsjvcbl1fJrG","https://api.spotify.com/v1/audio-analysis/1eZefeDb8uOsjvcbl1fJrG","180000","4","Pakistan"
"17","Winning Speech","[6DARBhWbfcS9E4yJzcliqQ, 5Us2dsq4VHlfLbKOrskg7K]","0.461","0.780","11","-5.004","0","0.3630","0.128","0.000000","0.1810","0.448","171.285","audio_features","3FqtduiaqnFYvBgKuc6QWQ","spotify:track:3FqtduiaqnFYvBgKuc6QWQ","https://api.spotify.com/v1/tracks/3FqtduiaqnFYvBgKuc6QWQ","https://api.spotify.com/v1/audio-analysis/3FqtduiaqnFYvBgKuc6QWQ","227442","4","Pakistan"
